name,bftId,level,office,party,evidence,sourceUrl,source,links,handleSource,stance,votingRecord,redLineCheck,researchNotes,addedBy,related
Mark Takano,pol-eb6e772d,National,"US Representative, CA-39",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 89.7% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/marktakano,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 26/29 (89.7%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Mike Pence,pol-8d6f0a01,National,"Former Vice President of the United States (2017-2021); Founder, Advancing American Freedom",Republican,Andy-submitted as an ally. One of the most consistently pro-Israel figures in modern Republican politics and a leading evangelical voice -- the intersection BFT is built on. Founded Advancing American Freedom (already tracked here). NETWORK EDGE confirmed this batch: Yishai Fleisher personally toured Pence through Hebron in his role as the Jewish Community of Hebron's spokesperson.,https://x.com/Mike_Pence,Andy-submitted,x.com/Mike_Pence,,pro,"Pre-VP House record (IN, 2001-2013) predates the 2015-2026 sweep window -- NOT yet measured. Flag for the pre-2015 sweep.",,"Run his pre-2015 House voting record when the pre-2015 sweep happens -- he is exactly the case the current 2015-2026 window misses. Also note the strategic tension worth watching: Pence represents the traditional pro-Israel evangelical Republicanism that the Vance/restraint wing is displacing, so he is a barometer of that fight.",Andy,"Advancing American Freedom (AAF), Tim Chapman, Yishai Fleisher"
Steny Hoyer,pol-331c1898,National,"US Representative, MD-5; former House Majority Leader",Democrat,"Andy-submitted: a Democratic ally of Israel, and a valuable one precisely because he is a DEMOCRAT -- the pro-Israel Democratic bench is the thinnest and most strategically fragile part of the coalition.",https://www.congress.gov/member/steny-hoyer/H000874,Andy-submitted,x.com/stenyhoyer,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,Long-serving Democrat with a consistently pro-Israel record; NOT yet measured against the House roll-call sweep -- flag to score him on the 30 clean votes.,,"ANDY'S KEY POINT, and it is a genuinely good strategic instinct worth generalising: he is very old and will likely be replaced, so WHO REPLACES HIM MATTERS MORE THAN HE DOES. Track the MD-5 succession and the successor's Israel posture. GENERALISE THIS INTO A RULE: build a SUCCESSION WATCH for every elderly pro-Israel incumbent -- their retirement is the moment a reliable seat can flip, and it is foreseeable years ahead. Score him on the roll-call sweep.",Andy,
Katie Britt,pol-2cdcf9ca,National,"US Senator, Alabama",Republican,Andy-submitted: BOOST. Leading Iran-related legislation.,https://www.britt.senate.gov/,Andy-submitted,,,pro,Not yet measured -- Senate sweep still outstanding.,,Verify the specific legislation. Score her once the Senate roll-call sweep runs.,Andy,Jeanne Shaheen
Jeanne Shaheen,pol-48cb63e8,National,"US Senator, New Hampshire",Democrat,"Andy-submitted (he wrote 'Gene Shaheen' -- this is Jeanne Shaheen, D-NH): seems an ally, partnering with Katie Britt on Iran legislation. BIPARTISAN PAIRING is the notable part.",https://www.shaheen.senate.gov/,Andy-submitted,,,pro,Not yet measured -- Senate sweep outstanding.,,"VERIFY the specific bill and her role before hardening. High strategic value if it holds: pro-Israel DEMOCRATS are the thinnest, most fragile part of the coalition, and a Democrat co-leading Iran legislation with a Republican is exactly the bipartisan cover the cause needs. Also apply the SUCCESSION WATCH criterion -- Shaheen is long-serving and her seat's future posture matters.",Andy,Katie Britt
Pete Hegseth,pol-e66b56ed,National,US Secretary of Defense,Republican,"ANDY FLAGGED AS A MAJOR MISS AND WAS RIGHT. Absent from the database despite being one of the most consequential people in this entire space -- US SECRETARY OF DEFENSE, and a long-outspoken, deeply committed ally of Israel and the Jewish people (former Fox & Friends Weekend host; wears a Jerusalem-cross tattoo; has spoken repeatedly of the Judeo-Christian foundation of the West).",https://x.com/PeteHegseth,Andy-submitted,x.com/PeteHegseth,,pro,N/A (no congressional record -- executive official). His relevant record is EXECUTIVE: as SecDef he sets US defense posture toward Israel directly.,,"THE MISS EXPLAINED AND FIXED: he moved from MEDIA (Fox) into the CABINET, and the database indexes media + Congress but never the EXECUTIVE BRANCH. That whole tier -- Cabinet, ambassadors, NSC, DoD/State leadership -- is unmapped, and it contains the people who actually SET Israel policy. Same class of blind spot as governors. See the executive-branch sweep backlog item. As SecDef he is arguably the single highest-leverage individual in the database on the DEFENSE-FUNDING axis Andy's red-line rule centres on.",Andy,Fox News
Stephen Miller,pol-477784b3,National,White House Deputy Chief of Staff for Policy,Republican,Andy-referenced (Conservative Alternative 'seem to really like Stephen Miller'). Jewish; among the most influential policy figures in the administration; hardline pro-Israel.,https://x.com/StephenM,Andy-submitted,x.com/StephenM,,pro,N/A -- executive official.,,"RELATIONAL-IDEOLOGY SIGNAL, per Andy's own read: the Christian-right Conservative Alternative account admiring a JEWISH, non-charismatic official is a NOTABLE positive signal about THAT account (philosemitism without the usual charisma-driven appeal). Executive-branch tier -- part of the same sweep gap as Hegseth.",Andy,
Maria Cantwell,pol-0ca4a12e,National,"US Senator, WA",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C000127). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C000127,congress.gov / congress-legislators (bioguide C000127),x.com/SenatorCantwell,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Amy Klobuchar,pol-6141e7a7,National,"US Senator, MN",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide K000367). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/K000367,congress.gov / congress-legislators (bioguide K000367),x.com/SenAmyKlobuchar,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Bernard Sanders,pol-0d8fa2c8,National,"US Senator, VT",Independent,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide S000033). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/S000033,congress.gov / congress-legislators (bioguide S000033),x.com/SenSanders,,yellowflag,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Sheldon Whitehouse,pol-fecb37c3,National,"US Senator, RI",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide W000802). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/W000802,congress.gov / congress-legislators (bioguide W000802),x.com/SenWhitehouse,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
John Barrasso,pol-384b7c50,National,"US Senator, WY",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001261). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001261,congress.gov / congress-legislators (bioguide B001261),x.com/SenJohnBarrasso,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Roger F. Wicker,pol-b2a78477,National,"US Senator, MS",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide W000437). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/W000437,congress.gov / congress-legislators (bioguide W000437),x.com/SenatorWicker,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Susan M. Collins,pol-046f3a1a,National,"US Senator, ME",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001035). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001035,congress.gov / congress-legislators (bioguide C001035),x.com/SenatorCollins,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
John Cornyn,pol-08846e4c,National,"US Senator, TX",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001056). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001056,congress.gov / congress-legislators (bioguide C001056),x.com/JohnCornyn,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Richard J. Durbin,pol-3946df58,National,"US Senator, IL",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide D000563). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/D000563,congress.gov / congress-legislators (bioguide D000563),x.com/SenatorDurbin,,neutral,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Mitch McConnell,pol-99a683a0,National,"US Senator, KY",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide M000355). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/M000355,congress.gov / congress-legislators (bioguide M000355),x.com/McConnellPress,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Jeff Merkley,pol-946e5215,National,"US Senator, OR",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide M001176). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/M001176,congress.gov / congress-legislators (bioguide M001176),x.com/SenJeffMerkley,,yellowflag,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Jack Reed,pol-658de87e,National,"US Senator, RI",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide R000122). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/R000122,congress.gov / congress-legislators (bioguide R000122),x.com/SenJackReed,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
James E. Risch,pol-5de64981,National,"US Senator, ID",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide R000584). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/R000584,congress.gov / congress-legislators (bioguide R000584),x.com/SenatorRisch,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Mark R. Warner,pol-6378d0db,National,"US Senator, VA",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide W000805). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/W000805,congress.gov / congress-legislators (bioguide W000805),x.com/MarkWarner,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Kirsten E. Gillibrand,pol-ba175392,National,"US Senator, NY",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide G000555). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/G000555,congress.gov / congress-legislators (bioguide G000555),x.com/GillibrandNY,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Christopher A. Coons,pol-6296835f,National,"US Senator, DE",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001088). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001088,congress.gov / congress-legislators (bioguide C001088),x.com/ChrisCoons,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Tammy Baldwin,pol-faae25aa,National,"US Senator, WI",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001230). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001230,congress.gov / congress-legislators (bioguide B001230),x.com/SenatorBaldwin,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Michael F. Bennet,pol-106b6894,National,"US Senator, CO",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001267). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001267,congress.gov / congress-legislators (bioguide B001267),x.com/SenatorBennet,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Marsha Blackburn,pol-c5ad2f1f,National,"US Senator, TN",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001243). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001243,congress.gov / congress-legislators (bioguide B001243),x.com/MarshaBlackburn,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Richard Blumenthal,pol-7fe35956,National,"US Senator, CT",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001277). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001277,congress.gov / congress-legislators (bioguide B001277),x.com/SenBlumenthal,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
John Boozman,pol-8571c6dc,National,"US Senator, AR",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001236). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001236,congress.gov / congress-legislators (bioguide B001236),x.com/JohnBoozman,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Shelley Moore Capito,pol-6f064974,National,"US Senator, WV",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001047). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001047,congress.gov / congress-legislators (bioguide C001047),x.com/SenCapito,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Bill Cassidy,pol-86322ba6,National,"US Senator, LA",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001075). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001075,congress.gov / congress-legislators (bioguide C001075),x.com/SenBillCassidy,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Mike Crapo,pol-377110bd,National,"US Senator, ID",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C000880). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C000880,congress.gov / congress-legislators (bioguide C000880),x.com/MikeCrapo,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Chuck Grassley,pol-daf348df,National,"US Senator, IA",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide G000386). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/G000386,congress.gov / congress-legislators (bioguide G000386),x.com/ChuckGrassley,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Martin Heinrich,pol-8a6268ba,National,"US Senator, NM",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide H001046). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/H001046,congress.gov / congress-legislators (bioguide H001046),x.com/MartinHeinrich,,neutral,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Mazie K. Hirono,pol-b85df703,National,"US Senator, HI",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide H001042). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/H001042,congress.gov / congress-legislators (bioguide H001042),x.com/MazieHirono,,yellowflag,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
John Hoeven,pol-61c273bc,National,"US Senator, ND",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide H001061). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/H001061,congress.gov / congress-legislators (bioguide H001061),x.com/SenJohnHoeven,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Ron Johnson,pol-7ff3e1a5,National,"US Senator, WI",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide J000293). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/J000293,congress.gov / congress-legislators (bioguide J000293),x.com/SenRonJohnson,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
